book_name,writer_name,type,category,mood,cover_url
Goodnight Blessings,Karen Mezek Leimert,Book,English,Calm,https://images.amazon.com/images/P/0849911346.01.LZZZZZZZ.jpg
"Love'S Wild Wager (March Madness) (Harlequin Historical, No 262)",Taylor Ryan,Book,English,Calm,https://images.amazon.com/images/P/037328862X.01.LZZZZZZZ.jpg
Loving Rescue,Dixie Browning,Book,English,Calm,https://images.amazon.com/images/P/0671571915.01.LZZZZZZZ.jpg
Toddlers and Parents,T. Berry Brazelton,Book,English,Calm,https://images.amazon.com/images/P/0440550688.01.LZZZZZZZ.jpg
BESS W TRUMAN,Margaret Truman,Book,English,Calm,https://images.amazon.com/images/P/0025294709.01.LZZZZZZZ.jpg
Portrait of Picasso As a Young Man: An Interpretive Biography,Norman Mailer,Book,English,Calm,https://images.amazon.com/images/P/0871136082.01.LZZZZZZZ.jpg
Honk if you are Jesus (Imprint),Peter Goldsworthy,Book,English,Calm,https://images.amazon.com/images/P/0207177376.01.LZZZZZZZ.jpg
"Gorilla, My Love (Vintage Contemporaries)",TONI CADE BAMBARA,Book,English,Calm,https://images.amazon.com/images/P/0679738983.01.LZZZZZZZ.jpg
American Primitive Hooked Rugs: A Primer for Recreating Antique Rugs,Barbara Carroll,Book,English,Calm,https://images.amazon.com/images/P/0965181111.01.LZZZZZZZ.jpg
Ravelstein,Saul Bellow,Book,English,Calm,https://images.amazon.com/images/P/067084134X.01.LZZZZZZZ.jpg
The Promise of Flowers,Delia Parr,Book,English,Calm,https://images.amazon.com/images/P/0312975058.01.LZZZZZZZ.jpg
"Thunder from Jerusalem (Thoene, Bodie, Zion Legacy, Bk. 2.)",Bodie Thoene,Book,English,Calm,https://images.amazon.com/images/P/0670892068.01.LZZZZZZZ.jpg
Witness for the Dead,Michael Fredrickson,Book,English,Calm,https://images.amazon.com/images/P/0312874472.01.LZZZZZZZ.jpg
911 Promise,Daniel Williams,Book,English,Calm,https://images.amazon.com/images/P/0884199274.01.LZZZZZZZ.jpg
House of Leaves : A Novel,MARK Z. DANIELEWSKI,Book,English,Calm,https://images.amazon.com/images/P/0375420525.01.LZZZZZZZ.jpg
La Divina Comedia,Dante Alighieri,Book,English,Calm,https://images.amazon.com/images/P/840803085X.01.LZZZZZZZ.jpg
The Black Rose,Christina Skye,Book,English,Calm,https://images.amazon.com/images/P/0440209293.01.LZZZZZZZ.jpg
The Pastel Handbook: Learning from the Masters,Ettore Maiotti,Book,English,Calm,https://images.amazon.com/images/P/0517569353.01.LZZZZZZZ.jpg
"Daughter of the Sky (Deer Dancers, Book 1)",Amanda Cockrell,Book,English,Calm,https://images.amazon.com/images/P/0380776480.01.LZZZZZZZ.jpg
"Searching For Her Prince (Crown And Glory) (Silhouette Romance, 1612)",Karen Rose Smith,Book,English,Calm,https://images.amazon.com/images/P/0373196121.01.LZZZZZZZ.jpg
"The New American Webster Handy College Dictionary: Includes Abbreviations, Geographical Names, Foreign Words and Phrases, Forms of Address, Weights and Measures, Signs and Symbols",Philip D. Morehead,Book,English,Calm,https://images.amazon.com/images/P/0451181662.01.LZZZZZZZ.jpg
The Dinosaur Alphabet Book (Jerry Pallotta's Alphabet Books),Jerry Pallotta,Book,English,Calm,https://images.amazon.com/images/P/0881064661.01.LZZZZZZZ.jpg
The Shoemaker and the Elves,Cynthia Birrer,Book,English,Calm,https://images.amazon.com/images/P/0688019897.01.LZZZZZZZ.jpg
Quotable Saints,Ronda De Sola Chervin,Book,English,Calm,https://images.amazon.com/images/P/0892837330.01.LZZZZZZZ.jpg
Elizabeth: A Biography of Britain's Queen,Sarah Bradford,Book,English,Calm,https://images.amazon.com/images/P/0374147493.01.LZZZZZZZ.jpg
Dinosaur Invented Thi,Michael Salmon,Book,English,Calm,https://images.amazon.com/images/P/0843130695.01.LZZZZZZZ.jpg
Le livre de saphir: Roman,Gilbert SinouÃÂ©,Book,English,Calm,https://images.amazon.com/images/P/2207240800.01.LZZZZZZZ.jpg
The Winter of the Owl,June Hanson,Book,English,Calm,https://images.amazon.com/images/P/0590409786.01.LZZZZZZZ.jpg
FANTASY ANNUAL 3,Terry Carr,Book,English,Calm,https://images.amazon.com/images/P/0671412728.01.LZZZZZZZ.jpg
The Night Before Christmas (Carousel Book),Clement C. Moore,Book,English,Calm,https://images.amazon.com/images/P/1570360405.01.LZZZZZZZ.jpg
Son De Mar,Manuel Vicent,Book,English,Calm,https://images.amazon.com/images/P/8495501112.01.LZZZZZZZ.jpg
All That Glitters,Thomas Tryon,Book,English,Calm,https://images.amazon.com/images/P/0440101115.01.LZZZZZZZ.jpg
No magic formula: [Biblical principles for spiritual welfare] (A Navigator book),Leroy Eims,Book,English,Calm,https://images.amazon.com/images/P/0891094253.01.LZZZZZZZ.jpg
Silent Joe,T. Jefferson Parker,Book,English,Calm,https://images.amazon.com/images/P/0786890037.01.LZZZZZZZ.jpg
Best School Year Ever,Barbara Robinson,Book,English,Calm,https://images.amazon.com/images/P/0590582895.01.LZZZZZZZ.jpg
Judging Sara (Love Inspired (Numbered)),Cynthia Rutledge,Book,English,Calm,https://images.amazon.com/images/P/0373871643.01.LZZZZZZZ.jpg
The Dead Sea Scrolls Deception,Michael Baigent,Book,English,Calm,https://images.amazon.com/images/P/0671734547.01.LZZZZZZZ.jpg
A Southern Family,Gail Godwin,Book,English,Calm,https://images.amazon.com/images/P/0380703130.01.LZZZZZZZ.jpg
An Instant Guide to Edible Plants,PAMELA FOREY,Book,English,Calm,https://images.amazon.com/images/P/0517662175.01.LZZZZZZZ.jpg
Das falsche Urteil.,Hakan Nesser,Book,English,Calm,https://images.amazon.com/images/P/3442725984.01.LZZZZZZZ.jpg
Big Man,Ed McBain,Book,English,Calm,https://images.amazon.com/images/P/0380711230.01.LZZZZZZZ.jpg
Ugly Duckling (Talking Mother Goose Series),Margaret Hughes,Book,English,Calm,https://images.amazon.com/images/P/0934323240.01.LZZZZZZZ.jpg
The Nautilus Diet: Ten Weeks to a Brand New Body,Ellington Darden,Book,English,Calm,https://images.amazon.com/images/P/0316172847.01.LZZZZZZZ.jpg
The First Time I Got Paid For It : Writers' Tales From The Hollywood Trenches,Laura J. Shapiro,Book,English,Calm,https://images.amazon.com/images/P/1586480138.01.LZZZZZZZ.jpg
Autant En Emporte: Le Vent 3,Margaret Mitchell,Book,English,Calm,https://images.amazon.com/images/P/2070367428.01.LZZZZZZZ.jpg
The Christmas Letters,Lee Smith,Book,English,Calm,https://images.amazon.com/images/P/1565121562.01.LZZZZZZZ.jpg
Richesse de la pauvretÃ?ÃÂ©,Soeur Emmanuelle,Book,English,Calm,https://images.amazon.com/images/P/2290328014.01.LZZZZZZZ.jpg
Pong,Sibylle Lewitscharoff,Book,English,Calm,https://images.amazon.com/images/P/3827002850.01.LZZZZZZZ.jpg
Potter's Field,Janet Biery,Book,English,Calm,https://images.amazon.com/images/P/0970622430.01.LZZZZZZZ.jpg
"Inconvenient Passion (Harlequin Temptation, No 597)",Debra Carroll,Book,English,Calm,https://images.amazon.com/images/P/0373256973.01.LZZZZZZZ.jpg
"National Geographic Driving Guide to America, Florida",Unknown Unknown,Book,English,Calm,https://images.amazon.com/images/P/0792273680.01.LZZZZZZZ.jpg
The Celtic Devotional : Daily Prayers and Blessings,CAITLIN MATTHEWS,Book,English,Calm,https://images.amazon.com/images/P/0517704137.01.LZZZZZZZ.jpg
Your First Hamster (Your First Series),Peter Smith,Book,English,Calm,https://images.amazon.com/images/P/0866220674.01.LZZZZZZZ.jpg
Tu m'aimes ou tu m'aimes pas,Carl Norac,Book,English,Calm,https://images.amazon.com/images/P/2211067115.01.LZZZZZZZ.jpg
As the Wolf Loves Winter,David Poyer,Book,English,Calm,https://images.amazon.com/images/P/0812534336.01.LZZZZZZZ.jpg
Fat Bald Jeff,Leslie Stella,Book,English,Calm,https://images.amazon.com/images/P/0802137725.01.LZZZZZZZ.jpg
"Gladstone and Disraeli, (Britain in modern times)",B. H Abbott,Book,English,Calm,https://images.amazon.com/images/P/0003272109.01.LZZZZZZZ.jpg
"Huey, Dewey and Louie Meet the Witch (Mickey's Young Readers Library)",Walt Disney Productions,Book,English,Calm,https://images.amazon.com/images/P/1885222440.01.LZZZZZZZ.jpg
The Emperor's New Clothes (Timeless Tales from Hallmark),Mary Packard,Book,English,Calm,https://images.amazon.com/images/P/1570360065.01.LZZZZZZZ.jpg
Artemisia,Marine Bramly,Book,English,Calm,https://images.amazon.com/images/P/1566490472.01.LZZZZZZZ.jpg
"Bachelor'S Baby (Silhouette Romance, No 1233)",Teresa Southwick,Book,English,Calm,https://images.amazon.com/images/P/0373192339.01.LZZZZZZZ.jpg
The Ganymede Club,Charles Sheffield,Book,English,Calm,https://images.amazon.com/images/P/0312856628.01.LZZZZZZZ.jpg
The Fenway Project,Bill Nowlin,Book,English,Calm,https://images.amazon.com/images/P/1579400914.01.LZZZZZZZ.jpg
Willem de Kooning: Tracing the Figure,Cornelia H. Butler,Book,English,Calm,https://images.amazon.com/images/P/069109618X.01.LZZZZZZZ.jpg
"Beyond Compare (Harlequin Superromance, No 200)",Risa Kirk,Book,English,Calm,https://images.amazon.com/images/P/0373702000.01.LZZZZZZZ.jpg
The Babe Ruth Story,Babe Ruth,Book,English,Calm,https://images.amazon.com/images/P/0451174925.01.LZZZZZZZ.jpg
Visualization (Teach Yourself),Pauline Wills,Book,English,Calm,https://images.amazon.com/images/P/0844231207.01.LZZZZZZZ.jpg
Bag Men,John Flood,Book,English,Calm,https://images.amazon.com/images/P/0393039986.01.LZZZZZZZ.jpg
Como Hablar En Publico,G. Janner,Book,English,Calm,https://images.amazon.com/images/P/8423406229.01.LZZZZZZZ.jpg
Representative Selections (Bcli-Ps American Literature Series),Benjamin Franklin,Book,English,Calm,https://images.amazon.com/images/P/0781269377.01.LZZZZZZZ.jpg
The teenage book of manners-- please!,Fred Hartley,Book,English,Calm,https://images.amazon.com/images/P/1557482454.01.LZZZZZZZ.jpg
Humanized Information Systems Analysis and Design: People Building Systems for People (The McGraw-Hill Series in Management Information Systems),Kenneth A. Kozar,Book,English,Calm,https://images.amazon.com/images/P/0070356009.01.LZZZZZZZ.jpg
Experiments Against Reality: The Fate of Culture in the Postmodern Age,Roger Kimball,Book,English,Calm,https://images.amazon.com/images/P/156663430X.01.LZZZZZZZ.jpg
A Passage to India (Penguin Modern Classics),E.M. Forster,Book,English,Calm,https://images.amazon.com/images/P/0141801972.01.LZZZZZZZ.jpg
God's Fool : The Life of Francis of Assisi,Julien Green,Book,English,Calm,https://images.amazon.com/images/P/0060634642.01.LZZZZZZZ.jpg
A Little Book of English Teas (Little Cookbook),Rosa Mashiter,Book,English,Calm,https://images.amazon.com/images/P/0811810119.01.LZZZZZZZ.jpg
The Singer,Calvin Miller,Book,English,Calm,https://images.amazon.com/images/P/0877846391.01.LZZZZZZZ.jpg
McBain Duet Two Novellas of Suspence,Ed McBain,Book,English,Calm,https://images.amazon.com/images/P/0739415352.01.LZZZZZZZ.jpg
Forever Liesl: A Memoir of the Sound of Music,Charmian Carr,Book,English,Calm,https://images.amazon.com/images/P/0140298401.01.LZZZZZZZ.jpg
"Farseer (Warhammer 40,000 Novels)",William King,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0743443063.01.LZZZZZZZ.jpg
Man O'War,William Shatner,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0441004547.01.LZZZZZZZ.jpg
Bright Destiny,Elizabeth Allen,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0446353396.01.LZZZZZZZ.jpg
Eye of the Storm,Marcia Muller,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0445406259.01.LZZZZZZZ.jpg
Treason : Liberal Treachery from the Cold War to the War on Terrorism,ANN COULTER,Book,English,Dark-Gritty,https://images.amazon.com/images/P/1400050308.01.LZZZZZZZ.jpg
The Proper Care of Dwarf Rabbits,Michael Mettler,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0866224432.01.LZZZZZZZ.jpg
A Rose by the Door,Deborah Bedford,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0446677892.01.LZZZZZZZ.jpg
Issel - Warrior King (A Magnet Book),Simon Farrell,Book,English,Dark-Gritty,https://images.amazon.com/images/P/041602002X.01.LZZZZZZZ.jpg
"Bad News Boyfriend (Riverdale High, No 2)",Michael Pellowski,Book,English,Dark-Gritty,https://images.amazon.com/images/P/1562821083.01.LZZZZZZZ.jpg
Small Church Youth Ministry Programming Ideas,Michael Warden,Book,English,Dark-Gritty,https://images.amazon.com/images/P/1559452528.01.LZZZZZZZ.jpg
"The Mormon Murders: A True Story of Greed, Forgery, Deceit, and Death",Steven Naifeh,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0451401522.01.LZZZZZZZ.jpg
Russka : The Novel of Russia,EDWARD RUTHERFURD,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0804109729.01.LZZZZZZZ.jpg
Darkest England,Christopher Hope,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0393040402.01.LZZZZZZZ.jpg
Ship of Ghosts (Farscape),David Bischoff,Book,English,Dark-Gritty,https://images.amazon.com/images/P/076534002X.01.LZZZZZZZ.jpg
DARK 30,Terry Kay,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0671603051.01.LZZZZZZZ.jpg
The Crystal Cave (Book I of the Arthurian Saga),Mary Stewart,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0606189939.01.LZZZZZZZ.jpg
"Future Indefinite : The Autobiography of NoÃÂ«l Coward, Vol. 2",Noel Coward,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0413773930.01.LZZZZZZZ.jpg
Complete Nonsense (Wordsworth Classics),Edward Lear,Book,English,Dark-Gritty,https://images.amazon.com/images/P/1853261440.01.LZZZZZZZ.jpg
The Pageant Train,Carolyn Terry,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0751526312.01.LZZZZZZZ.jpg
Walking Tall,Warren,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0523004788.01.LZZZZZZZ.jpg
Tom Clancy's Op-Center Balance of Power (Tom Clancy's Op Center (Paperback)),Tom Clancy,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0425165566.01.LZZZZZZZ.jpg
White House Horrors Horror,Martin Harry Greenberg,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0886776597.01.LZZZZZZZ.jpg
"Women, the Environment and Sustainable Development: Towards a Theoretical Synthesis",Rosi Braidotti,Book,English,Dark-Gritty,https://images.amazon.com/images/P/1856491846.01.LZZZZZZZ.jpg
The Blood Countess: A Novel,Andrei Codrescu,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0440221919.01.LZZZZZZZ.jpg
The Housewife Blues,Warren Adler,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0517591723.01.LZZZZZZZ.jpg
Useful Idiots : How Liberals Got It Wrong in the Cold War and Still Blame America First,Mona Charen,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0060579412.01.LZZZZZZZ.jpg
Where Evil Sleeps,Valerie Wilson Wesley,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0399141456.01.LZZZZZZZ.jpg
The Memoirs of Charles Henry Veil: A Soldier's Recollections of the Civil War and the Arizona Territory (Thorndike Large Print General),Charles Henry Veil,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0786201940.01.LZZZZZZZ.jpg
Presumed Innocent,Scott Turow,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0446359866.01.LZZZZZZZ.jpg
Dark Lullaby,Staci Layne Wilson,Book,English,Dark-Gritty,https://images.amazon.com/images/P/1592798896.01.LZZZZZZZ.jpg
The Speed of Dark (Ballantine Reader's Circle),ELIZABETH MOON,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0345447549.01.LZZZZZZZ.jpg
Everyday Enlightenment: The Twelve Gateways to Personal Growth,Dan Millman,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0446522791.01.LZZZZZZZ.jpg
Walking the Dead Diamond River,Edward Hoagland,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0865472084.01.LZZZZZZZ.jpg
War plan UK: The truth about civil defence in Britain,Duncan Campbell,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0091506719.01.LZZZZZZZ.jpg
"People, States, and Fear: An Agenda for International Security Studies in the Post-Cold War Era",Barry Buzan,Book,English,Dark-Gritty,https://images.amazon.com/images/P/1555872824.01.LZZZZZZZ.jpg
Celebrity Vampires: Horror Anthology,Martin H. Greenberg,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0886776678.01.LZZZZZZZ.jpg
The Speed of Dark,ELIZABETH MOON,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0345447557.01.LZZZZZZZ.jpg
"A Man to Match His Mountains: Badshah Khan, Nonviolent Soldier of Islam",Eknath Easwaran,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0915132346.01.LZZZZZZZ.jpg
Devil-In-The-Fog,Leon Garfield,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0440400953.01.LZZZZZZZ.jpg
The Devil Is Clever: A Memoir of My Romanian Mother,Kenneth Radu,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0002006502.01.LZZZZZZZ.jpg
"MEAN JUSTICE : A TOWN'S TERROR, A PROSECUTOR'S POWER, A BETRAYAL OF INNOCENCE",Edward Humes,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0684831740.01.LZZZZZZZ.jpg
Designed for Excellence (The But I Don't Know How to ... Series),Lori Salierno,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0871626810.01.LZZZZZZZ.jpg
Einstein for beginners,Joseph Schwartz,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0394505883.01.LZZZZZZZ.jpg
Invisible Darkness - The Horrifying Case of Paul Bernardo and Karla Homolka,Stephen Williams,Book,English,Dark-Gritty,https://images.amazon.com/images/P/1552780597.01.LZZZZZZZ.jpg
The saga of Red Ryan and other tales of violence from Canada's past,Martin Robin,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0888330987.01.LZZZZZZZ.jpg
LONG MYND,Edward Hughes,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0671559923.01.LZZZZZZZ.jpg
Jack the Ripper: Letters from Hell,Stewart P. Evans,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0750925493.01.LZZZZZZZ.jpg
Red Dwarf,Grant Naylor,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0140124373.01.LZZZZZZZ.jpg
Kiss of Evil: A Novel of Suspense,Richard Montanari,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0380975939.01.LZZZZZZZ.jpg
Running Microsoft(r) Office 2001 for Mac(r),Steven Schwartz,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0735609713.01.LZZZZZZZ.jpg
The Chauffeur : Stories,Howard Norman,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0312287933.01.LZZZZZZZ.jpg
Warren Beatty and Desert Eyes: A Life and a Story (Warren Beatty & Desert Eyes),David Thomson,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0394757564.01.LZZZZZZZ.jpg
Flowers in the Blood,Gay Courter,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0451170121.01.LZZZZZZZ.jpg
"Agatha Christie, Five Classic Murder Mysteries",Agatha Christie,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0517468522.01.LZZZZZZZ.jpg
Slackware Linux Unleashed,Tim Parker,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0672310120.01.LZZZZZZZ.jpg
The show-and-tell war and other stories about Adam Joshua,Janice Lee Smith,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0060258144.01.LZZZZZZZ.jpg
"The $100,000 Club : How to Make a Six-Figure Income",D. A. Benton,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0446608254.01.LZZZZZZZ.jpg
Graveyard: True Hauntings from an Old New England Cemetery,Ed Warren,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0312951132.01.LZZZZZZZ.jpg
Boy on Defence: The Exciting Sequel to Scrubs on Skates (Hockey Stories),Scott Young,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0771090897.01.LZZZZZZZ.jpg
Prophet of Death: The Mormon Blood-Atonement Killings,Pete Earley,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0380715023.01.LZZZZZZZ.jpg
Words in the blood: Contemporary Indian writers of North and South America (Ethnic studies),Jamake Highwater,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0452006805.01.LZZZZZZZ.jpg
Earth Abides,Stewart,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0449232522.01.LZZZZZZZ.jpg
Coping with Weapons and Violence in School and on Your Streets (Coping Series),Maryann Miller,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0823914356.01.LZZZZZZZ.jpg
Maggie and a Horse Named Devildust,Judy Alter,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0936650087.01.LZZZZZZZ.jpg
Fair Warning (Kismet),Catherine Sellers,Book,English,Dark-Gritty,https://images.amazon.com/images/P/1565970543.01.LZZZZZZZ.jpg
"Lyndon Johnson's War: America's Cold War Crusade in Vietnam, 1945-1968 (Critical Issue)",Michael H. Hunt,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0809016044.01.LZZZZZZZ.jpg
War of the Worlds,Herbert George Wells,Book,English,Dark-Gritty,https://images.amazon.com/images/P/089319008X.01.LZZZZZZZ.jpg
Tale of the Blue Monkey (Ghosts of Fear Street #29),R. L. Stine,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0307249026.01.LZZZZZZZ.jpg
Murder Intercontinental,Cynthia Manson,Book,English,Dark-Gritty,https://images.amazon.com/images/P/042517123X.01.LZZZZZZZ.jpg
Air Force (Wisconsin/Warner Bros. Screenplay Series),Lawrence Suid,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0299090043.01.LZZZZZZZ.jpg
Strange Kiss,Warren Ellis,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0970678401.01.LZZZZZZZ.jpg
"A Perversion of Justice: A Southern Tragedy of Murder, Lies and Innocence Betrayed",Kathryn Medico,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0060549297.01.LZZZZZZZ.jpg
Chasing Darkness,Danielle Girard,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0451410238.01.LZZZZZZZ.jpg
Windy City Blues: V. I. Warshawski Stories (V.I. Warshawski Novels (Audio)),Sara Paretsky,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0787104787.01.LZZZZZZZ.jpg
The Oxford Book of Victorian Ghost Stories,Michael Cox,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0192804472.01.LZZZZZZZ.jpg
Formula for Murder (Point Crime),Malcolm Rose,Book,English,Dark-Gritty,https://images.amazon.com/images/P/059048320X.01.LZZZZZZZ.jpg
Super Mind Pack,Edward De Bono,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0751304581.01.LZZZZZZZ.jpg
Exhibition Of Evil Nancy Drew And Hardy Boys Supermystery (Nancy Drew & Hardy Boys Super Mysteries (Paperback)),Carolyn Keene,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0671537504.01.LZZZZZZZ.jpg
Alien Sex: 19 Tales by the Masters of Science Fiction and Dark Fantasy (Roc Science Fiction),Ellen Datlow,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0451451422.01.LZZZZZZZ.jpg
Killer Body,Bonnie Hearn Hill,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0778320162.01.LZZZZZZZ.jpg
Heron Street,Ann Warren Turner,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0060261846.01.LZZZZZZZ.jpg
The Angry Tide (Poldark Saga),Winston Graham,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0330345001.01.LZZZZZZZ.jpg
Blood Tie,Mary Lee Settle,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0395254019.01.LZZZZZZZ.jpg
Edgar Cayce on Atlantis (Edgar Cayce),Edgar Evans Cayce,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0446351024.01.LZZZZZZZ.jpg
The Life and Death of Andy Warhol,Victor Bockris,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0553057081.01.LZZZZZZZ.jpg
Virus X : Tracking the New Killer Plagues,Frank Ryan,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0316763063.01.LZZZZZZZ.jpg
The Long Way Westward (I Can Read),Joan Sandin,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0064441989.01.LZZZZZZZ.jpg
"Look Out, Secret Seven (Enid Blyton's The Secret Seven Series II)",Enid Blyton,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0861635744.01.LZZZZZZZ.jpg
The Bug Wars,Robert Asprin,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0441073735.01.LZZZZZZZ.jpg
Dynamite Book of Ghosts and Haunted Houses,Ronan,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0590306227.01.LZZZZZZZ.jpg
Boys of Blood & Bone,David Metzenthen,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0143001302.01.LZZZZZZZ.jpg
Year of the Dragon,Robert Daley,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0446365726.01.LZZZZZZZ.jpg
You Had to Be There,ROBERT COLLINS,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0771022565.01.LZZZZZZZ.jpg
Blue Blood,Edward Conlon,Book,English,Dark-Gritty,https://images.amazon.com/images/P/1573222666.01.LZZZZZZZ.jpg
Wither's Rain : A Wendy Ward Novel,John Passarella,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0671024825.01.LZZZZZZZ.jpg
Candle in the Wind,George Bernau,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0446514993.01.LZZZZZZZ.jpg
The Soul of a Chef: The Journey Toward Perfection,Michael Ruhlman,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0141001895.01.LZZZZZZZ.jpg
Cat Crimes II (Cat Crimes),Martin Greenberg,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0785802037.01.LZZZZZZZ.jpg
Ties That Bind,Sherryl Woods,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0446361178.01.LZZZZZZZ.jpg
Bachelor Boys: The Young Ones Book,Ben Elton,Book,English,Dark-Gritty,https://images.amazon.com/images/P/0722157657.01.LZZZZZZZ.jpg
Missing Women and Others,June Spence,Book,English,Lonely,https://images.amazon.com/images/P/1573227374.01.LZZZZZZZ.jpg
"Alone and Afraid (Camfield, No 21)",Barbara Cartland,Book,English,Lonely,https://images.amazon.com/images/P/051508185X.01.LZZZZZZZ.jpg
GREAT ALONE,Janet Dailey,Book,English,Lonely,https://images.amazon.com/images/P/067163951X.01.LZZZZZZZ.jpg
Lonely Planet Trekking in East Africa (Lonely Planet Trekking in East Africa),David Wenk,Book,English,Lonely,https://images.amazon.com/images/P/1864502894.01.LZZZZZZZ.jpg
"Leave Me Alone, Ma",Carol Snyder,Book,English,Lonely,https://images.amazon.com/images/P/0553275917.01.LZZZZZZZ.jpg
You're Never Alone,Marie Shropshire,Book,English,Lonely,https://images.amazon.com/images/P/1565074262.01.LZZZZZZZ.jpg
Way Down on the High Lonely (Dead Letter Mysteries),Don Winslow,Book,English,Lonely,https://images.amazon.com/images/P/0312964226.01.LZZZZZZZ.jpg
Quilting shortcuts,Maggie Malone,Book,English,Lonely,https://images.amazon.com/images/P/0806947861.01.LZZZZZZZ.jpg
The making of Minty Malone,Isabel Wolff,Book,English,Lonely,https://images.amazon.com/images/P/0006513409.01.LZZZZZZZ.jpg
"KARA, THE LONELY FALCON",Joseph F. Girzone,Book,English,Lonely,https://images.amazon.com/images/P/0020199031.01.LZZZZZZZ.jpg
