book_name,writer_name,type,category,mood,cover_url
"Five for Sorrow, Ten for Joy: A Novel",Rumer Godden,Book,English,Sad,https://images.amazon.com/images/P/0670317012.01.LZZZZZZZ.jpg
A Glossary of Literary Terms,M. H. Abrams,Book,English,Sad,https://images.amazon.com/images/P/0030549825.01.LZZZZZZZ.jpg
"Roll of Thunder, Hear My Cry (Puffin Teenage Fiction S.)",Mildred D. Taylor,Book,English,Sad,https://images.amazon.com/images/P/0140371745.01.LZZZZZZZ.jpg
Ambassador Prog: Below Threshold-Cn,Walter Jon Williams,Book,English,Sad,https://images.amazon.com/images/P/0812557891.01.LZZZZZZZ.jpg
Learning to Use PowerPoint,Angela Bessant,Book,English,Empowered,https://images.amazon.com/images/P/0435454110.01.LZZZZZZZ.jpg
"Winchell: Gossip, Power and the Culture of Celebrity",Neal Gabler,Book,English,Empowered,https://images.amazon.com/images/P/0679764399.01.LZZZZZZZ.jpg
"Stronghold (Seals, No 12)",Steve MacKenzie,Book,English,Empowered,https://images.amazon.com/images/P/0380755831.01.LZZZZZZZ.jpg
Harlot Red : Prize-Winning Short Stories by Women,Carole Buchan,Book,English,Empowered,https://images.amazon.com/images/P/1852428155.01.LZZZZZZZ.jpg
Footprints Seashore,Margaret Fishback Powers,Book,English,Empowered,https://images.amazon.com/images/P/0310986974.01.LZZZZZZZ.jpg
"Success Abilities !: 1003 Practical Ways to Keep Up, Stand Out and Move Ahead at Work",Paula Ancona,Book,English,Empowered,https://images.amazon.com/images/P/1886644004.01.LZZZZZZZ.jpg
YOU CAN MAKE IT HAPPEN : A NINE STEP PLAN FOR SUCCESS,Stedman Graham,Book,English,Empowered,https://images.amazon.com/images/P/068481448X.01.LZZZZZZZ.jpg
The Power of Three (Charmed),Constance M. Burge,Book,English,Empowered,https://images.amazon.com/images/P/0743409256.01.LZZZZZZZ.jpg
Powertown,Michael Lind,Book,English,Empowered,https://images.amazon.com/images/P/0060175109.01.LZZZZZZZ.jpg
Growth Fetish,Clive Hamilton,Book,English,Empowered,https://images.amazon.com/images/P/1741140781.01.LZZZZZZZ.jpg
"Dancing: The Pleasure, Power, and Art of Movement",Gerald Jonas,Book,English,Empowered,https://images.amazon.com/images/P/0810932121.01.LZZZZZZZ.jpg
Twelve Golden Threads: Lessons for Successful Living from Grandma's Quilt,Aliske Webb,Book,English,Empowered,https://images.amazon.com/images/P/0060174633.01.LZZZZZZZ.jpg
Understanding and Implementing Successful Data Marts,Douglas Hackney,Book,English,Empowered,https://images.amazon.com/images/P/0201183803.01.LZZZZZZZ.jpg
Power Health - Back to Basics,Dr Martin P. Rutherford,Book,English,Empowered,https://images.amazon.com/images/P/1410775488.01.LZZZZZZZ.jpg
The Power of One,Bryce Courtenay,Book,English,Empowered,https://images.amazon.com/images/P/0394575202.01.LZZZZZZZ.jpg
Patton's One-Minute Messages: Tactical Leadership Skills for Business Management,Charles M. Province,Book,English,Empowered,https://images.amazon.com/images/P/0891415467.01.LZZZZZZZ.jpg
"Tom Clancy's Power Plays: Cutting Edge (Power Plays, 6)",Tom Clancy,Book,English,Empowered,https://images.amazon.com/images/P/0425187055.01.LZZZZZZZ.jpg
Touched,Linda Armstrong-Miller,Book,English,Empowered,https://images.amazon.com/images/P/0595139183.01.LZZZZZZZ.jpg
Eeyore's Gloomy Little Instruction Book,Joan Powers,Book,English,Empowered,https://images.amazon.com/images/P/0525455191.01.LZZZZZZZ.jpg
Kid Power Strikes Back (Apple),Susan Beth Pfeffer,Book,English,Empowered,https://images.amazon.com/images/P/0590444271.01.LZZZZZZZ.jpg
AmÃÂ©rica en la ProfecÃÂ­a,E. G. White,Book,English,Empowered,https://images.amazon.com/images/P/0916547159.01.LZZZZZZZ.jpg
The Power of Ethical Persuasion: From Conflict to Partnership at Work and in Private Life,"Tom, M.D. Rusk",Book,English,Empowered,https://images.amazon.com/images/P/0670846171.01.LZZZZZZZ.jpg
Lillian Too's Easy-to-Use Feng Shui: 168 Ways to Success,Lillian Too,Book,English,Empowered,https://images.amazon.com/images/P/1855856905.01.LZZZZZZZ.jpg
The West Point Way of Leadership: From Learning Principled Leadership to Practicing It,"Larry R., Col. Donnithorne",Book,English,Empowered,https://images.amazon.com/images/P/0385417039.01.LZZZZZZZ.jpg
Power of the Sword,Wilbur A. Smith,Book,English,Empowered,https://images.amazon.com/images/P/0449214141.01.LZZZZZZZ.jpg
Power of a Woman (Thorndike Large Print Basic Series),Barbara Taylor Bradford,Book,English,Empowered,https://images.amazon.com/images/P/0786212233.01.LZZZZZZZ.jpg
Vic Braden's Mental Tennis: How to Psych Yourself to a Winning Game,Vic Braden,Book,English,Empowered,https://images.amazon.com/images/P/0316105163.01.LZZZZZZZ.jpg
Carnage and Culture: Landmark Battles in the Rise of Western Power,Victor Davis Hanson,Book,English,Empowered,https://images.amazon.com/images/P/0385720386.01.LZZZZZZZ.jpg
"Art of Beadwork: Historic Inspiration, Contemporary Design",Valerie Hector,Book,English,Empowered,https://images.amazon.com/images/P/0823003086.01.LZZZZZZZ.jpg
Power of the Plus Factor,Norman V. Peale,Book,English,Empowered,https://images.amazon.com/images/P/0449216004.01.LZZZZZZZ.jpg
Net Success: 24 Leaders in Web Commerce Show You How to Put the Web to Work for Your Business,Christina Ford Haylock,Book,English,Empowered,https://images.amazon.com/images/P/1580621147.01.LZZZZZZZ.jpg
Mother Power: Discover the Difference That Women Have Made All over the World,Jacqueline Hornor Plumez,Book,English,Empowered,https://images.amazon.com/images/P/1570718237.01.LZZZZZZZ.jpg
"Winning Without Intimidation : How to Master the Art of Positive Persuasion in Today's Real World in Order to Get What You Want, When You Want It",Bob Burg,Book,English,Empowered,https://images.amazon.com/images/P/1890344117.01.LZZZZZZZ.jpg
Pilgrim Souls : A Collection of Spiritual Autobiography,Elizabeth Powers,Book,English,Empowered,https://images.amazon.com/images/P/0684843110.01.LZZZZZZZ.jpg
Creating & Delivering Winning Advertising & Marketing Presentations,Sandra Moriarty,Book,English,Empowered,https://images.amazon.com/images/P/0844235296.01.LZZZZZZZ.jpg
Infinite Self: 33 Steps to Reclaiming Your Inner Power,Stuart Wilde,Book,English,Empowered,https://images.amazon.com/images/P/1561703494.01.LZZZZZZZ.jpg
"Stronghold (Dragon Star, Book 1)",Melanie Rawn,Book,English,Empowered,https://images.amazon.com/images/P/0886774829.01.LZZZZZZZ.jpg
Otherwise Engaged: The Private Lives of Successful Career Women,Scrully Blotnick,Book,English,Empowered,https://images.amazon.com/images/P/0816010935.01.LZZZZZZZ.jpg
The Practical Writer: From Inspiration to Publication,Therese Eiben,Book,English,Empowered,https://images.amazon.com/images/P/0142004006.01.LZZZZZZZ.jpg
Magick for Beginners: The Power to Change Your World (For Beginners),J. H. Brennan,Book,English,Empowered,https://images.amazon.com/images/P/1567180868.01.LZZZZZZZ.jpg
The Power Elite,C. Wright Mills,Book,English,Empowered,https://images.amazon.com/images/P/0195133544.01.LZZZZZZZ.jpg
Between Mother & Daughter: A Teenager and Her Mom Share the Secrets of a Strong Relationship,Judy Ford,Book,English,Empowered,https://images.amazon.com/images/P/1573241644.01.LZZZZZZZ.jpg
Empower Your Self: A Framework for Personal Success,Alan R. Fine,Book,English,Empowered,https://images.amazon.com/images/P/0964894912.01.LZZZZZZZ.jpg
Inspirational Writings of Robert H. Schuller,Robert H. Schuller,Book,English,Empowered,https://images.amazon.com/images/P/0884860086.01.LZZZZZZZ.jpg
The knowledge and the power: Reflections on the history of science,Ivan Tolstoy,Book,English,Empowered,https://images.amazon.com/images/P/0862412773.01.LZZZZZZZ.jpg
"Truth or Dare: Encounters With Power, Authority and Mystery",Starhawk,Book,English,Empowered,https://images.amazon.com/images/P/0062508121.01.LZZZZZZZ.jpg
Body Mind Mastery: Creating Success in Sport and Life,Dan Millman,Book,English,Empowered,https://images.amazon.com/images/P/1577310942.01.LZZZZZZZ.jpg
Birth Order and You (Self-Counsel Personal Self-Help),Ronald W. Richardson,Book,English,Empowered,https://images.amazon.com/images/P/1551802457.01.LZZZZZZZ.jpg
Exito No Llega Por Casualidad / Success Is Not a Coincidence,Ribeiro Lair,Book,English,Empowered,https://images.amazon.com/images/P/8479530626.01.LZZZZZZZ.jpg
New Thought for a New Millennium: Twelve Powers for the 21st Century,Michael A. Maday,Book,English,Empowered,https://images.amazon.com/images/P/0871592053.01.LZZZZZZZ.jpg
For Inspiration ONLY,Systems Future,Book,English,Empowered,https://images.amazon.com/images/P/1854904787.01.LZZZZZZZ.jpg
Disney Recipes : From Animation to Inspiration,Ira L. Meyer,Book,English,Empowered,https://images.amazon.com/images/P/0786854162.01.LZZZZZZZ.jpg
Rogue State: A Guide to the World's Only Superpower,William Blum,Book,English,Empowered,https://images.amazon.com/images/P/1567511945.01.LZZZZZZZ.jpg
The Father's Topical Bible: New International Version (Inspirational Gift Series),Honor Books,Book,English,Empowered,https://images.amazon.com/images/P/1562920162.01.LZZZZZZZ.jpg
Never Again (American Beauties Trilogy),Jo-ann Power,Book,English,Empowered,https://images.amazon.com/images/P/0671008994.01.LZZZZZZZ.jpg
The Incredible Power of Prayer,Roger J. Morneau,Book,English,Empowered,https://images.amazon.com/images/P/0828013292.01.LZZZZZZZ.jpg
Lesko's Info-Power II Sourcebook,Matthew Lesko,Book,English,Empowered,https://images.amazon.com/images/P/1878346172.01.LZZZZZZZ.jpg
"The Mozart Effect: Tapping the Power of Music to Heal the Body, Strengthen the Mind and Unlock the Creative Spirit",Don Campbell,Book,English,Empowered,https://images.amazon.com/images/P/0380974185.01.LZZZZZZZ.jpg
Mentored by a Millionaire : Master Strategies of Super Achievers,Steven K. Scott,Book,English,Empowered,https://images.amazon.com/images/P/0471467634.01.LZZZZZZZ.jpg
"How to Say It At Work: Putting Yourself Across with Power Words, Phrases, Body Language, and Communication Secrets",Jack Griffin,Book,English,Empowered,https://images.amazon.com/images/P/0735200122.01.LZZZZZZZ.jpg
Secrets of Shamanism : Tapping the Spirit Power Within You,Jose Stevens,Book,English,Empowered,https://images.amazon.com/images/P/0380756072.01.LZZZZZZZ.jpg
Spiritual leadership,J. Oswald Sanders,Book,English,Empowered,https://images.amazon.com/images/P/080248221X.01.LZZZZZZZ.jpg
The Leadership Engine: How Winning Companies Build Leaders at Every Level,Noel M. Tichy,Book,English,Empowered,https://images.amazon.com/images/P/0887307930.01.LZZZZZZZ.jpg
"Melbourne: Our City, Our Culture: Profiling a City's Arts and Cultural Achievements",Julia Church,Book,English,Empowered,https://images.amazon.com/images/P/1875657746.01.LZZZZZZZ.jpg
Expiration Date,Tim Powers,Book,English,Empowered,https://images.amazon.com/images/P/0812555171.01.LZZZZZZZ.jpg
"Cartoon Crazy (Powerpuff Girls Chapter Book, 3)",E. T. Mooney,Book,English,Empowered,https://images.amazon.com/images/P/0439160219.01.LZZZZZZZ.jpg
Mission: Success!,Og Mandino,Book,English,Empowered,https://images.amazon.com/images/P/0553265008.01.LZZZZZZZ.jpg
Confidence Woman,Judith Van Gieson,Book,English,Empowered,https://images.amazon.com/images/P/0451205006.01.LZZZZZZZ.jpg
"When Jesus Came, the Corn Mothers Went Away: Marriage, Sexuality, and Power in New Mexico, 1500-1846",Ramon A. Gutierrez,Book,English,Empowered,https://images.amazon.com/images/P/0804718326.01.LZZZZZZZ.jpg
Full Spectrum Dominance: U.S. Power in Iraq and Beyond,Rahul Mahajan,Book,English,Empowered,https://images.amazon.com/images/P/1583225781.01.LZZZZZZZ.jpg
Tom and Huck Don't Live Here Anymore,Ron Powers,Book,English,Empowered,https://images.amazon.com/images/P/031226240X.01.LZZZZZZZ.jpg
Breastfeeding Source Book: Where to Get What You Need to Breastfeed Successfully,Marilyn Grams,Book,English,Empowered,https://images.amazon.com/images/P/0932707173.01.LZZZZZZZ.jpg
The Unseen World: A Clairvoyant's Guide to the Astonishing Power of Your Mind and Spirit,Barbara Stabiner,Book,English,Empowered,https://images.amazon.com/images/P/0553278584.01.LZZZZZZZ.jpg
Megatron's Fight for Power,Grant John,Book,English,Empowered,https://images.amazon.com/images/P/0721408966.01.LZZZZZZZ.jpg
Leading at the Edge : Leadership Lessons from the Extraordinary Saga of Shackleton's Antarctic Expedition,Dennis N. T. Perkins,Book,English,Empowered,https://images.amazon.com/images/P/0814405436.01.LZZZZZZZ.jpg
Powers of Ten: A Book About the Relative Size of Things in the Universe and the Effect of Adding Another Zero,Philip Morrison,Book,English,Empowered,https://images.amazon.com/images/P/0716760037.01.LZZZZZZZ.jpg
Earthly powers,Anthony Burgess,Book,English,Empowered,https://images.amazon.com/images/P/0091439108.01.LZZZZZZZ.jpg
Power and Terror: Post 9-11 Talks and Interviews,Noam Chomsky,Book,English,Empowered,https://images.amazon.com/images/P/1583225900.01.LZZZZZZZ.jpg
Sally: Unconventional Success,Sally Jesse Raphael,Book,English,Empowered,https://images.amazon.com/images/P/0688069924.01.LZZZZZZZ.jpg
The Power of Silence: Further Lessons of Don Juan,Carlos Castaneda,Book,English,Empowered,https://images.amazon.com/images/P/0671500678.01.LZZZZZZZ.jpg
Straight A's Never Made Anybody Rich: Lessons in Personal Achievement,Wess Roberts,Book,English,Empowered,https://images.amazon.com/images/P/006017918X.01.LZZZZZZZ.jpg
Why Some Positive Thinkers Get Powerful Results,Norman Vincent Peale,Book,English,Empowered,https://images.amazon.com/images/P/0840790538.01.LZZZZZZZ.jpg
Strong for Potatoes,Cynthia Thayer,Book,English,Empowered,https://images.amazon.com/images/P/0312200277.01.LZZZZZZZ.jpg
"Building a Three-Way Partnership: The Leader's Role in Linking School, Parents, and Community (Scholastic Leadership Policy Research)",Kathy Barclay,Book,English,Empowered,https://images.amazon.com/images/P/0590497200.01.LZZZZZZZ.jpg
The Winning Edge Series: A Perfect Landing,Lynn Kirby,Book,English,Empowered,https://images.amazon.com/images/P/0849958350.01.LZZZZZZZ.jpg
Instant Handwriting Analysis: A Key to Personal Success (Llewellyn's self-help series),Ruth Gardner,Book,English,Empowered,https://images.amazon.com/images/P/0875422519.01.LZZZZZZZ.jpg
Jack's New Power : Stories from a Caribbean Year,Jack Gantos,Book,English,Empowered,https://images.amazon.com/images/P/0374437157.01.LZZZZZZZ.jpg
According to Hoyle: Official Rules of More Than 200 Popular Games of Skill and Chance With Expert Advice on Winning Play,Richard L. Frey,Book,English,Empowered,https://images.amazon.com/images/P/0449211126.01.LZZZZZZZ.jpg
The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,Book,English,Empowered,https://images.amazon.com/images/P/0394720245.01.LZZZZZZZ.jpg
The Power of A Praying Woman,Stormie Omartian,Book,English,Empowered,https://images.amazon.com/images/P/073942744X.01.LZZZZZZZ.jpg
Drawing Animals: A Step-By-Step Guide to Drawing Success,Peter Partington,Book,English,Empowered,https://images.amazon.com/images/P/0004133803.01.LZZZZZZZ.jpg
Stronger Than Yearni,Penny Jordon,Book,English,Empowered,https://images.amazon.com/images/P/0373832052.01.LZZZZZZZ.jpg
"Fetish: Fashion, Sex, and Power",Valerie Steele,Book,English,Empowered,https://images.amazon.com/images/P/0195090446.01.LZZZZZZZ.jpg
"Scepter of Power (Advanced Dungeons and Dragons Adventure Gamebook, No 7: Kingdom of Sorcery Trilogy, Vol 1)",Morris Simon,Book,English,Empowered,https://images.amazon.com/images/P/0880382856.01.LZZZZZZZ.jpg
The Power of Positive Thinking,"Norman Vincent, Dr Peale",Book,English,Empowered,https://images.amazon.com/images/P/0762412550.01.LZZZZZZZ.jpg
101 Ways to Make Every Second Count: Time Management Tips and Techniques for More Success With Less Stress,Robert W. Bly,Book,English,Empowered,https://images.amazon.com/images/P/1564144062.01.LZZZZZZZ.jpg
Leadership : Multidisciplinary Perspectives,Barbara Kellerman,Book,English,Empowered,https://images.amazon.com/images/P/0135276713.01.LZZZZZZZ.jpg
Training Families to Do a Successful Intervention: A Professional's Guide,Not Applicable (Na ),Book,English,Empowered,https://images.amazon.com/images/P/1562461168.01.LZZZZZZZ.jpg
"Excuse Me, Your Life Is Waiting: The Astonishing Power of Feelings",Lynn Grabhorn,Book,English,Empowered,https://images.amazon.com/images/P/1571743812.01.LZZZZZZZ.jpg
Collected Plays (Includes a Dance of the Forests/the Swamp Dwellers/the Strong Breed/the Road/the Bacchae of Euripides),Wole Soyinka,Book,English,Empowered,https://images.amazon.com/images/P/0192811363.01.LZZZZZZZ.jpg
Cheshire and Fifoot's Cases on the law of contract,G. C Cheshire,Book,English,Thrilling,https://images.amazon.com/images/P/0406565058.01.LZZZZZZZ.jpg
Scream In Silence : A Marti MacAlister Mystery (A Marti MacAlister Mystery),Eleanor Taylor Bland,Book,English,Thrilling,https://images.amazon.com/images/P/0312974949.01.LZZZZZZZ.jpg
Secret of the Ninja,Raymond A. Montgomery,Book,English,Thrilling,https://images.amazon.com/images/P/0553264842.01.LZZZZZZZ.jpg
Simple Justice: A Benjamin Justice Mystery (Benjamin Justice Mysteries (Paperback)),John Morgan Wilson,Book,English,Thrilling,https://images.amazon.com/images/P/0553575325.01.LZZZZZZZ.jpg
Render Up the Body: A Novel of Suspense,Marianne Wesson,Book,English,Thrilling,https://images.amazon.com/images/P/006018292X.01.LZZZZZZZ.jpg
The Mammoth Book of Great Detective Stories,Herbert Van Thal,Book,English,Thrilling,https://images.amazon.com/images/P/0881845302.01.LZZZZZZZ.jpg
"The Mystery of the Gun in the Garbage (Earthkeepers, No 1)",Steve Swanson,Book,English,Thrilling,https://images.amazon.com/images/P/0310398010.01.LZZZZZZZ.jpg
Secrets of Fat-Free Cooking : Over 150 Fat-Free and Low-Fat Recipes from Breakfast to Dinner-Appetizers to Desserts,Sandra Woodruff,Book,English,Thrilling,https://images.amazon.com/images/P/0895296683.01.LZZZZZZZ.jpg
The Case of the Fan-Dancer's Horse,Erle Stanley Gardner,Book,English,Thrilling,https://images.amazon.com/images/P/0345371445.01.LZZZZZZZ.jpg
"Sesame Street Unpaved: Scripts, Stories, Secrets, and Songs",David Borgenicht,Book,English,Thrilling,https://images.amazon.com/images/P/0786864605.01.LZZZZZZZ.jpg
Mystery on the Isle of Skye,Phyllis A. Whitney,Book,English,Thrilling,https://images.amazon.com/images/P/0451091515.01.LZZZZZZZ.jpg
The Secret Prophecies of Nostradamus,Cynthia Sternau,Book,English,Thrilling,https://images.amazon.com/images/P/1567311806.01.LZZZZZZZ.jpg
Hatful of Homicide: A Brenda Midnight Mystery (Brenda Midnight Mysteries),Barbara Jaye Wilson,Book,English,Thrilling,https://images.amazon.com/images/P/0380803569.01.LZZZZZZZ.jpg
The Secret Hideout (Sugar Creek Gang),Paul Hutchens,Book,English,Thrilling,https://images.amazon.com/images/P/0802448062.01.LZZZZZZZ.jpg
Death in Dublin: A Novel of Suspense (Peter McGarr Mysteries (Hardcover)),Bartholomew Gill,Book,English,Thrilling,https://images.amazon.com/images/P/0060008490.01.LZZZZZZZ.jpg
The Spy in Question: A Madison McGuire Espionage Thriller,Amanda Kyle Williams,Book,English,Thrilling,https://images.amazon.com/images/P/156280037X.01.LZZZZZZZ.jpg
PlayStation 2 Secret Codes 2002,Bradygames,Book,English,Thrilling,https://images.amazon.com/images/P/0744000696.01.LZZZZZZZ.jpg
Path of the Assassin : A Thriller,Brad Thor,Book,English,Thrilling,https://images.amazon.com/images/P/074343675X.01.LZZZZZZZ.jpg
The Casebook of Sherlock Holmes (Casebook of Sherlock Holmes),Arthur Conan Doyle,Book,English,Thrilling,https://images.amazon.com/images/P/0553525476.01.LZZZZZZZ.jpg
A Secret Affair,Barbara Taylor Bradford,Book,English,Thrilling,https://images.amazon.com/images/P/0061012289.01.LZZZZZZZ.jpg
The Iron Triangle: Inside the Secret World of the Carlyle Group,Dan Briody,Book,English,Thrilling,https://images.amazon.com/images/P/0471281085.01.LZZZZZZZ.jpg
Chicken Feed (A Letty Campbell Mystery),Alma Fritchley,Book,English,Thrilling,https://images.amazon.com/images/P/0704346923.01.LZZZZZZZ.jpg
Secret of the Silver Candlestick (Time Twist Adventure),Margaret Wallworth,Book,English,Thrilling,https://images.amazon.com/images/P/0891918329.01.LZZZZZZZ.jpg
Mystery at the Zoo (Troll Read-Along),Robyn Supraner,Book,English,Thrilling,https://images.amazon.com/images/P/0893750794.01.LZZZZZZZ.jpg
Secrets,Vera Cowie,Book,English,Thrilling,https://images.amazon.com/images/P/0006177379.01.LZZZZZZZ.jpg
The Mystery Chronicles: More Real-Life X-Files,Joe Nickell,Book,English,Thrilling,https://images.amazon.com/images/P/0813123186.01.LZZZZZZZ.jpg
Four Wings and a Prayer : Caught in the Mystery of the Monarch Butterfly,SUE HALPERN,Book,English,Thrilling,https://images.amazon.com/images/P/037540208X.01.LZZZZZZZ.jpg
"Painted Lady (Wwl Mystery, 488)",Peter Abresch,Book,English,Thrilling,https://images.amazon.com/images/P/0373264887.01.LZZZZZZZ.jpg
Interview With Mattie: A Barrett Lake Mystery,Shelley Singer,Book,English,Thrilling,https://images.amazon.com/images/P/0451184920.01.LZZZZZZZ.jpg
The Wild Orchid Society (Five Star First Edition Mystery Series),Laurie Moore,Book,English,Thrilling,https://images.amazon.com/images/P/1410401898.01.LZZZZZZZ.jpg
The Repo: A Jack Merchant and Sarah Ballard Novel (Jack Merchant & Sarah Ballard Novels),Bill Eidson,Book,English,Thrilling,https://images.amazon.com/images/P/1932112111.01.LZZZZZZZ.jpg
Flowers for the Judge: An Albert Campion Mystery,Margery Allingham,Book,English,Thrilling,https://images.amazon.com/images/P/0786702915.01.LZZZZZZZ.jpg
"Cloak-and-dagger bibliography: An annotated guide to spy fiction, 1937-1975",Myron J Smith,Book,English,Thrilling,https://images.amazon.com/images/P/0810808978.01.LZZZZZZZ.jpg
Dead on the Stick (Amos Mcguffin Mystery),Robert Upton,Book,English,Thrilling,https://images.amazon.com/images/P/0140076018.01.LZZZZZZZ.jpg
The Turquoise Dragon: A Mystery,David Rains Wallace,Book,English,Thrilling,https://images.amazon.com/images/P/0871567105.01.LZZZZZZZ.jpg
Secret Under the Floorboard (Sammy and Brian Mystery),Ken Munro,Book,English,Thrilling,https://images.amazon.com/images/P/1930353316.01.LZZZZZZZ.jpg
Last Noel (The Iris House Mystery),Jean Hager,Book,English,Thrilling,https://images.amazon.com/images/P/0380786370.01.LZZZZZZZ.jpg
The Secret Story of Polygamy,Kathleen Tracy,Book,English,Thrilling,https://images.amazon.com/images/P/1570717230.01.LZZZZZZZ.jpg
DEAD LETTERS : DEAD LETTERS (Eamon Wearie Mystery),Sean McGrady,Book,English,Thrilling,https://images.amazon.com/images/P/0671742671.01.LZZZZZZZ.jpg
Studio Sex (Annika Bengtzon Thriller),Liza Marklund,Book,English,Thrilling,https://images.amazon.com/images/P/0743417879.01.LZZZZZZZ.jpg
"In Danger's Path (Corps/W.E.B. Griffin, Bk 8)",W. E. B. Griffin,Book,English,Thrilling,https://images.amazon.com/images/P/0399144218.01.LZZZZZZZ.jpg
Baby Einstein: See and Spy Counting (Baby Einstein Books),Julie Aigner-Clark,Book,English,Thrilling,https://images.amazon.com/images/P/078680808X.01.LZZZZZZZ.jpg
Misterio En El Castillo Del Terror/the Secret of Terror Castle,Robert Arthur,Book,English,Thrilling,https://images.amazon.com/images/P/8427249012.01.LZZZZZZZ.jpg
Pictures of Perfection: A Dalziel/Pascoe Mystery (Dalziel and Pascoe Mysteries (Paperback)),Reginald Hill,Book,English,Thrilling,https://images.amazon.com/images/P/0440218004.01.LZZZZZZZ.jpg
Picture of David: A Barrett Lake Mystery,Shelley Singer,Book,English,Thrilling,https://images.amazon.com/images/P/0451176995.01.LZZZZZZZ.jpg
Dangerous Curves: A Slim Callaghan Mystery (Slim Callaghan Series),Peter Cheyney,Book,English,Thrilling,https://images.amazon.com/images/P/0020310501.01.LZZZZZZZ.jpg
"The Secrets of the Tarot: Origins, History, and Symbolism",Barbara G. Walker,Book,English,Thrilling,https://images.amazon.com/images/P/0062509276.01.LZZZZZZZ.jpg
Savage Cut (Ruby Crane Mystery),Jo Dereske,Book,English,Thrilling,https://images.amazon.com/images/P/0440222214.01.LZZZZZZZ.jpg
The Long Secret,Louise Fitzhugh,Book,English,Thrilling,https://images.amazon.com/images/P/0064403327.01.LZZZZZZZ.jpg
"Don't Answer the Phone (Sweet Valley University Thriller, No 12)",Laurie John,Book,English,Thrilling,https://images.amazon.com/images/P/0553492268.01.LZZZZZZZ.jpg
The Trade Secrets Handbook: Strategies and Techniques for Safeguarding Corporate Information (Spectrum Book),Dennis Unkovic,Book,English,Thrilling,https://images.amazon.com/images/P/0139260498.01.LZZZZZZZ.jpg
The Best American Mystery Stories 1998 (Serial),Sue Grafton,Book,English,Thrilling,https://images.amazon.com/images/P/0395835860.01.LZZZZZZZ.jpg
Cassell Military Classics: The White Rabbit: The Secret Agent the Gestapo Could Not Crack,Bruce Marshall,Book,English,Thrilling,https://images.amazon.com/images/P/0304356972.01.LZZZZZZZ.jpg
Rust on the Razor: A Tom and Scott Mystery (Tom and Scott Mystery),Mark Richard Zubro,Book,English,Thrilling,https://images.amazon.com/images/P/0312144040.01.LZZZZZZZ.jpg
The Case of the Shapely Shadow,Erle Stanley Gardner,Book,English,Thrilling,https://images.amazon.com/images/P/0345334965.01.LZZZZZZZ.jpg
Death on the Mississippi: A Mark Twain Mystery,Peter J. Heck,Book,English,Thrilling,https://images.amazon.com/images/P/0425149382.01.LZZZZZZZ.jpg
Knots and Crosses (Detective John Rebus Novels),Ian Rankin,Book,English,Thrilling,https://images.amazon.com/images/P/0312956738.01.LZZZZZZZ.jpg
Monsieur Pamplemousse and the Secret Mission,Michael Bond,Book,English,Thrilling,https://images.amazon.com/images/P/0449211282.01.LZZZZZZZ.jpg
The Case of the Vagabond Virgin,Erle Stanley Gardner,Book,English,Thrilling,https://images.amazon.com/images/P/0345343190.01.LZZZZZZZ.jpg
"Dangerous Liaisons (Intimate Moments, 1043)",Maggie Price,Book,English,Thrilling,https://images.amazon.com/images/P/0373271131.01.LZZZZZZZ.jpg
Cat in an Indigo Mood : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,Book,English,Thrilling,https://images.amazon.com/images/P/0812561872.01.LZZZZZZZ.jpg
Mrs. Malory and the Fatal Legacy : A Sheila Malory Mystery,Hazel Holt,Book,English,Thrilling,https://images.amazon.com/images/P/0451200020.01.LZZZZZZZ.jpg
Wings of Fire (An Ian Rutledge Mystery),Charles Todd,Book,English,Thrilling,https://images.amazon.com/images/P/0312965680.01.LZZZZZZZ.jpg
Death Is Semisweet: A Heaven Lee Mystery,Lou Jane Temple,Book,English,Thrilling,https://images.amazon.com/images/P/0312301227.01.LZZZZZZZ.jpg
Two-Story Frame: A Schuyler Ridgway Mystery,Tierney McClellan,Book,English,Thrilling,https://images.amazon.com/images/P/0451191978.01.LZZZZZZZ.jpg
"Dawn of Liberty (The Secret of the Rose, 4)",Michael Phillips,Book,English,Thrilling,https://images.amazon.com/images/P/0842359591.01.LZZZZZZZ.jpg
Siren's Dance: My Marriage to a Borderline : A Case Study,"Anthony, M.D. Walker",Book,English,Thrilling,https://images.amazon.com/images/P/1579548318.01.LZZZZZZZ.jpg
"Claudia and the Middle School Mystery (Baby-Sitters Club, 40)",Ann M. Martin,Book,English,Thrilling,https://images.amazon.com/images/P/0590440829.01.LZZZZZZZ.jpg
Stanforth Secrets: A Regency Romantic Intrigue,Jo Beverley,Book,English,Thrilling,https://images.amazon.com/images/P/0802710611.01.LZZZZZZZ.jpg
Sherlock Holmes and the Rune Stone Mystery: From the American Chronicles of John H. Watson M.D. (Sherlock Holmes),Larry Millett,Book,English,Thrilling,https://images.amazon.com/images/P/0670888214.01.LZZZZZZZ.jpg
The Secret Language of Girls,Josey Vogels,Book,English,Thrilling,https://images.amazon.com/images/P/0887621023.01.LZZZZZZZ.jpg
